# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = charm
# final state = lepton (meson = 0.7 D0 + 0.3 D+). NP params (cm,lm,hm) = 0.1, 0.06, 0.135
# BR(q->meson) = 1
# BR(meson->lepton) = 0.103
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.5
# ptmax = 299.5
# etamin = -1
# etamax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
  47.5000 9.1361e+00 7.8691e+00 1.0399e+01 8.2173e+00 9.9951e+00 8.9095e+00 9.5357e+00 8.2936e+00 9.9704e+00
  48.5000 8.1782e+00 7.0509e+00 9.3132e+00 7.3614e+00 8.9528e+00 7.9784e+00 8.5397e+00 7.4273e+00 8.9250e+00
  49.5000 7.3377e+00 6.3300e+00 8.3507e+00 6.6085e+00 8.0258e+00 7.1606e+00 7.6632e+00 6.6651e+00 8.0062e+00
  50.5000 6.5941e+00 5.6963e+00 7.5074e+00 5.9441e+00 7.2110e+00 6.4385e+00 6.8907e+00 5.9946e+00 7.1987e+00
  51.5000 5.9421e+00 5.1321e+00 6.7579e+00 5.3591e+00 6.4900e+00 5.7989e+00 6.2078e+00 5.3982e+00 6.4849e+00
  52.5000 5.3622e+00 4.6331e+00 6.0963e+00 4.8369e+00 5.8556e+00 5.2345e+00 5.5991e+00 4.8729e+00 5.8514e+00
  53.5000 4.8472e+00 4.1907e+00 5.5085e+00 4.3744e+00 5.2901e+00 4.7329e+00 5.0614e+00 4.4063e+00 5.2890e+00
  54.5000 4.3909e+00 3.7944e+00 4.9852e+00 3.9624e+00 4.7885e+00 4.2869e+00 4.5835e+00 3.9892e+00 4.7885e+00
  55.5000 3.9809e+00 3.4461e+00 4.5217e+00 3.5978e+00 4.3404e+00 3.8883e+00 4.1571e+00 3.6194e+00 4.3445e+00
  56.5000 3.6163e+00 3.1294e+00 4.1063e+00 3.2682e+00 3.9428e+00 3.5308e+00 3.7780e+00 3.2867e+00 3.9439e+00
  57.5000 3.2888e+00 2.8479e+00 3.7334e+00 2.9736e+00 3.5823e+00 3.2126e+00 3.4381e+00 2.9901e+00 3.5875e+00
  58.5000 2.9963e+00 2.5954e+00 3.3997e+00 2.7099e+00 3.2630e+00 2.9273e+00 3.1291e+00 2.7244e+00 3.2682e+00
  59.5000 2.7336e+00 2.3690e+00 3.1010e+00 2.4741e+00 2.9757e+00 2.6708e+00 2.8552e+00 2.4854e+00 2.9819e+00
  60.5000 2.4977e+00 2.1642e+00 2.8322e+00 2.2609e+00 2.7171e+00 2.4401e+00 2.6090e+00 2.2701e+00 2.7244e+00
  61.5000 2.2845e+00 1.9800e+00 2.5898e+00 2.0682e+00 2.4844e+00 2.2330e+00 2.3865e+00 2.0765e+00 2.4916e+00
  62.5000 2.0919e+00 1.8147e+00 2.3718e+00 1.8952e+00 2.2742e+00 2.0446e+00 2.1857e+00 1.9024e+00 2.2825e+00
  63.5000 1.9189e+00 1.6637e+00 2.1747e+00 1.7386e+00 2.0857e+00 1.8746e+00 2.0044e+00 1.7438e+00 2.0930e+00
  64.5000 1.7613e+00 1.5284e+00 1.9972e+00 1.5965e+00 1.9148e+00 1.7211e+00 1.8406e+00 1.6017e+00 1.9220e+00
  65.5000 1.6192e+00 1.4047e+00 1.8366e+00 1.4678e+00 1.7603e+00 1.5821e+00 1.6923e+00 1.4719e+00 1.7675e+00
  66.5000 1.4904e+00 1.2923e+00 1.6893e+00 1.3503e+00 1.6192e+00 1.4564e+00 1.5574e+00 1.3544e+00 1.6264e+00
  67.5000 1.3730e+00 1.1903e+00 1.5564e+00 1.2442e+00 1.4914e+00 1.3411e+00 1.4348e+00 1.2473e+00 1.4987e+00
  68.5000 1.2659e+00 1.0980e+00 1.4356e+00 1.1474e+00 1.3750e+00 1.2370e+00 1.3236e+00 1.1505e+00 1.3823e+00
  69.5000 1.1690e+00 1.0130e+00 1.3253e+00 1.0588e+00 1.2700e+00 1.1423e+00 1.2216e+00 1.0619e+00 1.2762e+00
  70.5000 1.0805e+00 9.3594e-01 1.2244e+00 9.7850e-01 1.1732e+00 1.0557e+00 1.1289e+00 9.8108e-01 1.1793e+00
  71.5000 9.9920e-01 8.6569e-01 1.1323e+00 9.0506e-01 1.0846e+00 9.7634e-01 1.0444e+00 9.0733e-01 1.0908e+00
  72.5000 9.2515e-01 8.0131e-01 1.0489e+00 8.3791e-01 1.0045e+00 9.0393e-01 9.6686e-01 8.3986e-01 1.0105e+00
  73.5000 8.5747e-01 7.4250e-01 9.7216e-01 7.7652e-01 9.3081e-01 8.3770e-01 8.9600e-01 7.7827e-01 9.3678e-01
  74.5000 7.9526e-01 6.8854e-01 9.0185e-01 7.2018e-01 8.6324e-01 7.7713e-01 8.3111e-01 7.2162e-01 8.6911e-01
  75.5000 7.3830e-01 6.3913e-01 8.3730e-01 6.6857e-01 8.0134e-01 7.2151e-01 7.7157e-01 6.6981e-01 8.0701e-01
  76.5000 6.8608e-01 5.9370e-01 7.7801e-01 6.2119e-01 7.4448e-01 6.7043e-01 7.1688e-01 6.2222e-01 7.5005e-01
  77.5000 6.3798e-01 5.5199e-01 7.2373e-01 5.7762e-01 6.9237e-01 6.2356e-01 6.6672e-01 5.7845e-01 6.9772e-01
  78.5000 5.9379e-01 5.1356e-01 6.7367e-01 5.3756e-01 6.4437e-01 5.8030e-01 6.2057e-01 5.3817e-01 6.4952e-01
  79.5000 5.5311e-01 4.7820e-01 6.2763e-01 5.0068e-01 6.0018e-01 5.4054e-01 5.7804e-01 5.0109e-01 6.0523e-01
  80.5000 5.1562e-01 4.4565e-01 5.8513e-01 4.6669e-01 5.5939e-01 5.0388e-01 5.3890e-01 4.6700e-01 5.6434e-01
  81.5000 4.8111e-01 4.1558e-01 5.4589e-01 4.3538e-01 5.2180e-01 4.7009e-01 5.0274e-01 4.3548e-01 5.2664e-01
