# FONLL heavy quark hadroproduction cross section, calculated on Fri Aug 23 01:32:06 CEST 2019
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = lepton. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# BR(meson->lepton) = 0.1086
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.5
# ptmax = 299.5
# etamin = -1
# etamax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
  93.5000 6.9953e-01 6.2941e-01 7.6714e-01 6.3859e-01 7.5752e-01 6.9563e-01 7.0396e-01 6.6505e-01 7.3401e-01
  94.5000 6.5904e-01 5.9305e-01 7.2264e-01 6.0180e-01 7.1345e-01 6.5504e-01 6.6316e-01 6.2647e-01 6.9173e-01
  95.5000 6.2119e-01 5.5907e-01 6.8126e-01 5.6743e-01 6.7243e-01 6.1750e-01 6.2510e-01 5.9030e-01 6.5230e-01
  96.5000 5.8588e-01 5.2735e-01 6.4245e-01 5.3527e-01 6.3406e-01 5.8250e-01 5.8957e-01 5.5667e-01 6.1529e-01
  97.5000 5.5288e-01 4.9751e-01 6.0624e-01 5.0512e-01 5.9821e-01 5.4971e-01 5.5636e-01 5.2504e-01 5.8081e-01
  98.5000 5.2199e-01 4.6974e-01 5.7233e-01 4.7697e-01 5.6468e-01 5.1903e-01 5.2525e-01 4.9563e-01 5.4845e-01
  99.5000 4.9310e-01 4.4376e-01 5.4071e-01 4.5071e-01 5.3337e-01 4.9025e-01 4.9626e-01 4.6801e-01 5.1829e-01
 100.5000 4.6600e-01 4.1940e-01 5.1098e-01 4.2604e-01 5.0396e-01 4.6326e-01 4.6906e-01 4.4218e-01 4.8993e-01
 101.5000 4.4070e-01 3.9653e-01 4.8312e-01 4.0296e-01 4.7644e-01 4.3796e-01 4.4355e-01 4.1793e-01 4.6337e-01
 102.5000 4.1687e-01 3.7511e-01 4.5704e-01 3.8124e-01 4.5061e-01 4.1424e-01 4.1972e-01 3.9526e-01 4.3849e-01
 103.5000 3.9452e-01 3.5502e-01 4.3258e-01 3.6089e-01 4.2636e-01 3.9199e-01 3.9726e-01 3.7396e-01 4.1518e-01
 104.5000 3.7354e-01 3.3616e-01 4.0956e-01 3.4180e-01 4.0359e-01 3.7111e-01 3.7596e-01 3.5393e-01 3.9326e-01
 105.5000 3.5393e-01 3.1833e-01 3.8795e-01 3.2378e-01 3.8229e-01 3.5151e-01 3.5614e-01 3.3516e-01 3.7259e-01
 106.5000 3.3537e-01 3.0166e-01 3.6776e-01 3.0691e-01 3.6226e-01 3.3316e-01 3.3759e-01 3.1745e-01 3.5330e-01
 107.5000 3.1798e-01 2.8606e-01 3.4867e-01 2.9109e-01 3.4339e-01 3.1587e-01 3.2009e-01 3.0090e-01 3.3506e-01
 108.5000 3.0164e-01 2.7127e-01 3.3071e-01 2.7612e-01 3.2567e-01 2.9963e-01 3.0353e-01 2.8529e-01 3.1787e-01
 109.5000 2.8614e-01 2.5739e-01 3.1363e-01 2.6199e-01 3.0891e-01 2.8435e-01 2.8804e-01 2.7064e-01 3.0142e-01
 110.5000 2.7159e-01 2.4425e-01 2.9775e-01 2.4871e-01 2.9320e-01 2.6990e-01 2.7317e-01 2.5672e-01 2.8624e-01
 111.5000 2.5778e-01 2.3183e-01 2.8283e-01 2.3606e-01 2.7834e-01 2.5630e-01 2.5936e-01 2.4365e-01 2.7201e-01
 112.5000 2.4481e-01 2.2024e-01 2.6870e-01 2.2425e-01 2.6431e-01 2.4354e-01 2.4639e-01 2.3142e-01 2.5851e-01
 113.5000 2.3269e-01 2.0929e-01 2.5527e-01 2.1318e-01 2.5103e-01 2.3142e-01 2.3427e-01 2.1982e-01 2.4576e-01
 114.5000 2.2119e-01 1.9891e-01 2.4278e-01 2.0274e-01 2.3869e-01 2.2003e-01 2.2277e-01 2.0875e-01 2.3374e-01
 115.5000 2.1044e-01 1.8909e-01 2.3088e-01 1.9283e-01 2.2699e-01 2.0928e-01 2.1181e-01 1.9842e-01 2.2235e-01
 116.5000 2.0021e-01 1.7992e-01 2.1983e-01 1.8345e-01 2.1613e-01 1.9916e-01 2.0158e-01 1.8883e-01 2.1160e-01
 117.5000 1.9072e-01 1.7121e-01 2.0908e-01 1.7470e-01 2.0548e-01 1.8946e-01 1.9178e-01 1.7965e-01 2.0158e-01
 118.5000 1.8166e-01 1.6313e-01 1.9910e-01 1.6647e-01 1.9568e-01 1.8039e-01 1.8261e-01 1.7111e-01 1.9199e-01
 119.5000 1.7280e-01 1.5546e-01 1.8971e-01 1.5867e-01 1.8629e-01 1.7185e-01 1.7396e-01 1.6278e-01 1.8292e-01
 120.5000 1.6479e-01 1.4790e-01 1.8092e-01 1.5108e-01 1.7765e-01 1.6373e-01 1.6574e-01 1.5498e-01 1.7449e-01
 121.5000 1.5709e-01 1.4096e-01 1.7247e-01 1.4402e-01 1.6932e-01 1.5604e-01 1.5804e-01 1.4771e-01 1.6637e-01
 122.5000 1.4971e-01 1.3435e-01 1.6433e-01 1.3727e-01 1.6131e-01 1.4876e-01 1.5066e-01 1.4075e-01 1.5857e-01
 123.5000 1.4286e-01 1.2813e-01 1.5680e-01 1.3105e-01 1.5393e-01 1.4191e-01 1.4370e-01 1.3411e-01 1.5129e-01
 124.5000 1.3622e-01 1.2225e-01 1.4953e-01 1.2504e-01 1.4665e-01 1.3537e-01 1.3706e-01 1.2789e-01 1.4444e-01
 125.5000 1.3000e-01 1.1671e-01 1.4287e-01 1.1935e-01 1.4012e-01 1.2915e-01 1.3084e-01 1.2209e-01 1.3790e-01
 126.5000 1.2409e-01 1.1142e-01 1.3650e-01 1.1397e-01 1.3379e-01 1.2335e-01 1.2494e-01 1.1650e-01 1.3179e-01
 127.5000 1.1850e-01 1.0636e-01 1.3038e-01 1.0880e-01 1.2778e-01 1.1787e-01 1.1924e-01 1.1123e-01 1.2588e-01
 128.5000 1.1323e-01 1.0159e-01 1.2450e-01 1.0400e-01 1.2198e-01 1.1260e-01 1.1387e-01 1.0617e-01 1.2030e-01
 129.5000 1.0817e-01 9.7016e-02 1.1898e-01 9.9294e-02 1.1650e-01 1.0754e-01 1.0880e-01 1.0145e-01 1.1502e-01
 130.5000 1.0337e-01 9.2740e-02 1.1372e-01 9.4940e-02 1.1133e-01 1.0281e-01 1.0397e-01 9.6922e-02 1.0996e-01
 131.5000 9.8841e-02 8.8594e-02 1.0873e-01 9.0786e-02 1.0638e-01 9.8229e-02 9.9400e-02 9.2536e-02 1.0522e-01
 132.5000 9.4539e-02 8.4676e-02 1.0402e-01 8.6832e-02 1.0176e-01 9.3928e-02 9.5066e-02 8.8414e-02 1.0065e-01
 133.5000 9.0438e-02 8.0982e-02 9.9538e-02 8.3079e-02 9.7344e-02 8.9911e-02 9.0944e-02 8.4524e-02 9.6342e-02
 134.5000 8.6548e-02 7.7462e-02 9.5270e-02 7.9505e-02 9.3148e-02 8.6000e-02 8.7033e-02 8.0833e-02 9.2230e-02
 135.5000 8.2837e-02 7.4115e-02 9.1214e-02 7.6100e-02 8.9152e-02 8.2320e-02 8.3322e-02 7.7323e-02 8.8319e-02
 136.5000 7.9294e-02 7.0937e-02 8.7339e-02 7.2852e-02 8.5335e-02 7.8820e-02 7.9747e-02 7.3991e-02 8.4587e-02
 137.5000 7.5941e-02 6.7909e-02 8.3668e-02 6.9763e-02 8.1709e-02 7.5499e-02 7.6374e-02 7.0828e-02 8.1065e-02
 138.5000 7.2747e-02 6.5027e-02 8.0151e-02 6.6832e-02 7.8271e-02 7.2336e-02 7.3158e-02 6.7802e-02 7.7660e-02
 139.5000 6.9710e-02 6.2268e-02 7.6812e-02 6.4017e-02 7.4982e-02 6.9299e-02 7.0080e-02 6.4934e-02 7.4455e-02
 140.5000 6.6811e-02 5.9671e-02 7.3650e-02 6.1360e-02 7.1872e-02 6.6432e-02 6.7170e-02 6.2214e-02 7.1397e-02
 141.5000 6.4059e-02 5.7183e-02 7.0628e-02 5.8830e-02 6.8899e-02 6.3680e-02 6.4397e-02 5.9610e-02 6.8487e-02
 142.5000 6.1424e-02 5.4796e-02 6.7736e-02 5.6395e-02 6.6052e-02 6.1055e-02 6.1750e-02 5.7122e-02 6.5704e-02
 143.5000 5.8914e-02 5.2543e-02 6.4988e-02 5.4096e-02 6.3353e-02 5.8556e-02 5.9231e-02 5.4761e-02 6.3047e-02
 144.5000 5.6532e-02 5.0378e-02 6.2364e-02 5.1893e-02 6.0781e-02 5.6173e-02 5.6816e-02 5.2504e-02 6.0517e-02
 145.5000 5.4244e-02 4.8324e-02 5.9860e-02 4.9795e-02 5.8324e-02 5.3907e-02 5.4529e-02 5.0354e-02 5.8092e-02
 146.5000 5.2072e-02 4.6369e-02 5.7462e-02 4.7792e-02 5.5962e-02 5.1735e-02 5.2336e-02 4.8319e-02 5.5794e-02
 147.5000 4.9985e-02 4.4494e-02 5.5188e-02 4.5883e-02 5.3727e-02 4.9668e-02 5.0248e-02 4.6347e-02 5.3590e-02
 148.5000 4.7992e-02 4.2710e-02 5.3009e-02 4.4049e-02 5.1587e-02 4.7686e-02 4.8245e-02 4.4492e-02 5.1482e-02
 149.5000 4.6105e-02 4.0997e-02 5.0934e-02 4.2309e-02 4.9552e-02 4.5810e-02 4.6337e-02 4.2699e-02 4.9478e-02
 150.5000 4.4291e-02 3.9356e-02 4.8941e-02 4.0633e-02 4.7591e-02 4.4007e-02 4.4513e-02 4.0991e-02 4.7560e-02
 151.5000 4.2552e-02 3.7790e-02 4.7045e-02 3.9041e-02 4.5725e-02 4.2278e-02 4.2763e-02 3.9347e-02 4.5725e-02
 152.5000 4.0896e-02 3.6301e-02 4.5233e-02 3.7523e-02 4.3943e-02 4.0643e-02 4.1107e-02 3.7786e-02 4.3975e-02
 153.5000 3.9315e-02 3.4876e-02 4.3487e-02 3.6068e-02 4.2235e-02 3.9062e-02 3.9515e-02 3.6300e-02 4.2288e-02
 154.5000 3.7797e-02 3.3516e-02 4.1835e-02 3.4676e-02 4.0612e-02 3.7554e-02 3.7986e-02 3.4876e-02 4.0685e-02
 155.5000 3.6342e-02 3.2211e-02 4.0239e-02 3.3337e-02 3.9041e-02 3.6120e-02 3.6542e-02 3.3516e-02 3.9146e-02
 156.5000 3.4961e-02 3.0964e-02 3.8724e-02 3.2061e-02 3.7554e-02 3.4739e-02 3.5151e-02 3.2219e-02 3.7681e-02
